entries=2265
amin	amax	emin	emax	tmin	tmax	value	interval
10 15 0 1 1961 1962 375899.000000 375899.000000 375899.000000
15 20 0 1 1961 1962 319198.000000 319198.000000 319198.000000
20 25 0 1 1961 1962 270302.000000 270302.000000 270302.000000
25 30 0 1 1961 1962 227576.000000 227576.000000 227576.000000
30 35 0 1 1961 1962 191316.000000 191316.000000 191316.000000
35 40 0 1 1961 1962 161111.000000 161111.000000 161111.000000
40 45 0 1 1961 1962 133935.000000 133935.000000 133935.000000
45 50 0 1 1961 1962 110592.000000 110592.000000 110592.000000
50 55 0 1 1961 1962 89510.000000 89510.000000 89510.000000
55 60 0 1 1961 1962 70082.000000 70082.000000 70082.000000
60 65 0 1 1961 1962 52597.000000 52597.000000 52597.000000
65 70 0 1 1961 1962 34447.000000 34447.000000 34447.000000
70 120 0 1 1961 1962 44636.000000 44636.000000 44636.000000
0 5 0 1 1962 1963 629214.000000 629214.000000 629214.000000
5 10 0 1 1962 1963 472370.000000 472370.000000 472370.000000
10 15 0 1 1962 1963 386293.000000 386293.000000 386293.000000
15 20 0 1 1962 1963 328180.000000 328180.000000 328180.000000
20 25 0 1 1962 1963 277649.000000 277649.000000 277649.000000
25 30 0 1 1962 1963 233838.000000 233838.000000 233838.000000
30 35 0 1 1962 1963 196381.000000 196381.000000 196381.000000
35 40 0 1 1962 1963 165179.000000 165179.000000 165179.000000
40 45 0 1 1962 1963 137596.000000 137596.000000 137596.000000
45 50 0 1 1962 1963 113473.000000 113473.000000 113473.000000
50 55 0 1 1962 1963 92060.000000 92060.000000 92060.000000
55 60 0 1 1962 1963 72209.000000 72209.000000 72209.000000
60 65 0 1 1962 1963 54298.000000 54298.000000 54298.000000
65 70 0 1 1962 1963 36191.000000 36191.000000 36191.000000
70 120 0 1 1962 1963 45656.000000 45656.000000 45656.000000
0 5 0 1 1963 1964 652295.000000 652295.000000 652295.000000
5 10 0 1 1963 1964 491586.000000 491586.000000 491586.000000
10 15 0 1 1963 1964 397838.000000 397838.000000 397838.000000
15 20 0 1 1963 1964 337849.000000 337849.000000 337849.000000
20 25 0 1 1963 1964 285499.000000 285499.000000 285499.000000
25 30 0 1 1963 1964 240518.000000 240518.000000 240518.000000
30 35 0 1 1963 1964 201856.000000 201856.000000 201856.000000
35 40 0 1 1963 1964 169515.000000 169515.000000 169515.000000
40 45 0 1 1963 1964 141522.000000 141522.000000 141522.000000
45 50 0 1 1963 1964 116557.000000 116557.000000 116557.000000
50 55 0 1 1963 1964 94792.000000 94792.000000 94792.000000
55 60 0 1 1963 1964 74526.000000 74526.000000 74526.000000
60 65 0 1 1963 1964 56055.000000 56055.000000 56055.000000
65 70 0 1 1963 1964 38191.000000 38191.000000 38191.000000
70 120 0 1 1963 1964 46546.000000 46546.000000 46546.000000
0 5 0 1 1964 1965 674969.000000 674969.000000 674969.000000
5 10 0 1 1964 1965 510765.000000 510765.000000 510765.000000
10 15 0 1 1964 1965 410609.000000 410609.000000 410609.000000
15 20 0 1 1964 1965 347868.000000 347868.000000 347868.000000
20 25 0 1 1964 1965 293767.000000 293767.000000 293767.000000
25 30 0 1 1964 1965 247509.000000 247509.000000 247509.000000
30 35 0 1 1964 1965 207651.000000 207651.000000 207651.000000
35 40 0 1 1964 1965 174119.000000 174119.000000 174119.000000
40 45 0 1 1964 1965 145594.000000 145594.000000 145594.000000
45 50 0 1 1964 1965 119840.000000 119840.000000 119840.000000
50 55 0 1 1964 1965 97651.000000 97651.000000 97651.000000
55 60 0 1 1964 1965 76979.000000 76979.000000 76979.000000
60 65 0 1 1964 1965 57957.000000 57957.000000 57957.000000
65 70 0 1 1964 1965 40218.000000 40218.000000 40218.000000
70 120 0 1 1964 1965 47446.000000 47446.000000 47446.000000
0 5 0 1 1965 1966 698261.000000 698261.000000 698261.000000
5 10 0 1 1965 1966 528847.000000 528847.000000 528847.000000
10 15 0 1 1965 1966 424367.000000 424367.000000 424367.000000
15 20 0 1 1965 1966 358144.000000 358144.000000 358144.000000
20 25 0 1 1965 1966 302443.000000 302443.000000 302443.000000
25 30 0 1 1965 1966 254768.000000 254768.000000 254768.000000
30 35 0 1 1965 1966 213717.000000 213717.000000 213717.000000
35 40 0 1 1965 1966 178998.000000 178998.000000 178998.000000
40 45 0 1 1965 1966 149751.000000 149751.000000 149751.000000
45 50 0 1 1965 1966 123329.000000 123329.000000 123329.000000
50 55 0 1 1965 1966 100606.000000 100606.000000 100606.000000
55 60 0 1 1965 1966 79548.000000 79548.000000 79548.000000
60 65 0 1 1965 1966 60041.000000 60041.000000 60041.000000
65 70 0 1 1965 1966 42158.000000 42158.000000 42158.000000
70 120 0 1 1965 1966 48429.000000 48429.000000 48429.000000
0 5 0 1 1966 1967 724786.000000 724786.000000 724786.000000
5 10 0 1 1966 1967 551668.000000 551668.000000 551668.000000
10 15 0 1 1966 1967 438551.000000 438551.000000 438551.000000
15 20 0 1 1966 1967 367156.000000 367156.000000 367156.000000
20 25 0 1 1966 1967 310094.000000 310094.000000 310094.000000
25 30 0 1 1966 1967 261182.000000 261182.000000 261182.000000
30 35 0 1 1966 1967 219101.000000 219101.000000 219101.000000
35 40 0 1 1966 1967 183325.000000 183325.000000 183325.000000
40 45 0 1 1966 1967 153352.000000 153352.000000 153352.000000
45 50 0 1 1966 1967 126422.000000 126422.000000 126422.000000
50 55 0 1 1966 1967 103069.000000 103069.000000 103069.000000
55 60 0 1 1966 1967 81657.000000 81657.000000 81657.000000
60 65 0 1 1966 1967 61712.000000 61712.000000 61712.000000
65 70 0 1 1966 1967 43596.000000 43596.000000 43596.000000
70 120 0 1 1966 1967 50518.000000 50518.000000 50518.000000
0 5 0 1 1967 1968 746812.000000 746812.000000 746812.000000
5 10 0 1 1967 1968 575399.000000 575399.000000 575399.000000
10 15 0 1 1967 1968 454973.000000 454973.000000 454973.000000
15 20 0 1 1967 1968 377035.000000 377035.000000 377035.000000
20 25 0 1 1967 1968 318545.000000 318545.000000 318545.000000
25 30 0 1 1967 1968 268081.000000 268081.000000 268081.000000
30 35 0 1 1967 1968 224953.000000 224953.000000 224953.000000
35 40 0 1 1967 1968 188077.000000 188077.000000 188077.000000
40 45 0 1 1967 1968 157189.000000 157189.000000 157189.000000
45 50 0 1 1967 1968 129854.000000 129854.000000 129854.000000
50 55 0 1 1967 1968 105737.000000 105737.000000 105737.000000
55 60 0 1 1967 1968 83988.000000 83988.000000 83988.000000
60 65 0 1 1967 1968 63592.000000 63592.000000 63592.000000
65 70 0 1 1967 1968 45032.000000 45032.000000 45032.000000
70 120 0 1 1967 1968 52620.000000 52620.000000 52620.000000
0 5 0 1 1968 1969 766863.000000 766863.000000 766863.000000
5 10 0 1 1968 1969 599177.000000 599177.000000 599177.000000
10 15 0 1 1968 1969 473486.000000 473486.000000 473486.000000
15 20 0 1 1968 1969 388029.000000 388029.000000 388029.000000
20 25 0 1 1968 1969 327698.000000 327698.000000 327698.000000
25 30 0 1 1968 1969 275453.000000 275453.000000 275453.000000
30 35 0 1 1968 1969 231238.000000 231238.000000 231238.000000
35 40 0 1 1968 1969 193236.000000 193236.000000 193236.000000
40 45 0 1 1968 1969 161282.000000 161282.000000 161282.000000
45 50 0 1 1968 1969 133566.000000 133566.000000 133566.000000
50 55 0 1 1968 1969 108628.000000 108628.000000 108628.000000
55 60 0 1 1968 1969 86516.000000 86516.000000 86516.000000
60 65 0 1 1968 1969 65670.000000 65670.000000 65670.000000
65 70 0 1 1968 1969 46547.000000 46547.000000 46547.000000
70 120 0 1 1968 1969 54696.000000 54696.000000 54696.000000
0 5 0 1 1969 1970 788495.000000 788495.000000 788495.000000
5 10 0 1 1969 1970 622106.000000 622106.000000 622106.000000
10 15 0 1 1969 1970 493495.000000 493495.000000 493495.000000
15 20 0 1 1969 1970 400545.000000 400545.000000 400545.000000
20 25 0 1 1969 1970 337391.000000 337391.000000 337391.000000
25 30 0 1 1969 1970 283297.000000 283297.000000 283297.000000
30 35 0 1 1969 1970 237893.000000 237893.000000 237893.000000
35 40 0 1 1969 1970 198759.000000 198759.000000 198759.000000
40 45 0 1 1969 1970 165662.000000 165662.000000 165662.000000
45 50 0 1 1969 1970 137471.000000 137471.000000 137471.000000
50 55 0 1 1969 1970 111768.000000 111768.000000 111768.000000
55 60 0 1 1969 1970 89213.000000 89213.000000 89213.000000
60 65 0 1 1969 1970 67929.000000 67929.000000 67929.000000
65 70 0 1 1969 1970 48224.000000 48224.000000 48224.000000
70 120 0 1 1969 1970 56675.000000 56675.000000 56675.000000
0 5 0 1 1970 1971 814832.000000 814832.000000 814832.000000
5 10 0 1 1970 1971 643241.000000 643241.000000 643241.000000
10 15 0 1 1970 1971 514149.000000 514149.000000 514149.000000
15 20 0 1 1970 1971 414890.000000 414890.000000 414890.000000
20 25 0 1 1970 1971 347594.000000 347594.000000 347594.000000
25 30 0 1 1970 1971 291632.000000 291632.000000 291632.000000
30 35 0 1 1970 1971 244879.000000 244879.000000 244879.000000
35 40 0 1 1970 1971 204611.000000 204611.000000 204611.000000
40 45 0 1 1970 1971 170361.000000 170361.000000 170361.000000
45 50 0 1 1970 1971 141513.000000 141513.000000 141513.000000
50 55 0 1 1970 1971 115164.000000 115164.000000 115164.000000
55 60 0 1 1970 1971 92060.000000 92060.000000 92060.000000
60 65 0 1 1970 1971 70353.000000 70353.000000 70353.000000
65 70 0 1 1970 1971 50098.000000 50098.000000 50098.000000
70 120 0 1 1970 1971 58551.000000 58551.000000 58551.000000
0 5 0 1 1971 1972 843269.000000 843269.000000 843269.000000
5 10 0 1 1971 1972 668811.000000 668811.000000 668811.000000
10 15 0 1 1971 1972 535066.000000 535066.000000 535066.000000
15 20 0 1 1971 1972 430163.000000 430163.000000 430163.000000
20 25 0 1 1971 1972 358140.000000 358140.000000 358140.000000
25 30 0 1 1971 1972 300613.000000 300613.000000 300613.000000
30 35 0 1 1971 1972 252181.000000 252181.000000 252181.000000
35 40 0 1 1971 1972 210606.000000 210606.000000 210606.000000
40 45 0 1 1971 1972 175118.000000 175118.000000 175118.000000
45 50 0 1 1971 1972 145348.000000 145348.000000 145348.000000
50 55 0 1 1971 1972 118363.000000 118363.000000 118363.000000
55 60 0 1 1971 1972 94541.000000 94541.000000 94541.000000
60 65 0 1 1971 1972 72381.000000 72381.000000 72381.000000
65 70 0 1 1971 1972 51654.000000 51654.000000 51654.000000
70 120 0 1 1971 1972 61494.000000 61494.000000 61494.000000
0 5 0 1 1972 1973 874733.000000 874733.000000 874733.000000
5 10 0 1 1972 1973 693399.000000 693399.000000 693399.000000
10 15 0 1 1972 1973 557417.000000 557417.000000 557417.000000
15 20 0 1 1972 1973 447096.000000 447096.000000 447096.000000
20 25 0 1 1972 1973 369118.000000 369118.000000 369118.000000
25 30 0 1 1972 1973 310235.000000 310235.000000 310235.000000
30 35 0 1 1972 1973 259927.000000 259927.000000 259927.000000
35 40 0 1 1972 1973 217024.000000 217024.000000 217024.000000
40 45 0 1 1972 1973 180247.000000 180247.000000 180247.000000
45 50 0 1 1972 1973 149384.000000 149384.000000 149384.000000
50 55 0 1 1972 1973 121863.000000 121863.000000 121863.000000
55 60 0 1 1972 1973 97203.000000 97203.000000 97203.000000
60 65 0 1 1972 1973 74605.000000 74605.000000 74605.000000
65 70 0 1 1972 1973 53355.000000 53355.000000 53355.000000
70 120 0 1 1972 1973 64289.000000 64289.000000 64289.000000
0 5 0 1 1973 1974 908801.000000 908801.000000 908801.000000
5 10 0 1 1973 1974 716504.000000 716504.000000 716504.000000
10 15 0 1 1973 1974 581077.000000 581077.000000 581077.000000
15 20 0 1 1973 1974 465481.000000 465481.000000 465481.000000
20 25 0 1 1973 1974 380837.000000 380837.000000 380837.000000
25 30 0 1 1973 1974 320408.000000 320408.000000 320408.000000
30 35 0 1 1973 1974 268137.000000 268137.000000 268137.000000
35 40 0 1 1973 1974 223860.000000 223860.000000 223860.000000
40 45 0 1 1973 1974 185738.000000 185738.000000 185738.000000
45 50 0 1 1973 1974 153660.000000 153660.000000 153660.000000
50 55 0 1 1973 1974 125629.000000 125629.000000 125629.000000
55 60 0 1 1973 1974 100068.000000 100068.000000 100068.000000
60 65 0 1 1973 1974 77021.000000 77021.000000 77021.000000
65 70 0 1 1973 1974 55222.000000 55222.000000 55222.000000
70 120 0 1 1973 1974 66959.000000 66959.000000 66959.000000
0 5 0 1 1974 1975 943862.000000 943862.000000 943862.000000
5 10 0 1 1974 1975 738671.000000 738671.000000 738671.000000
10 15 0 1 1974 1975 605173.000000 605173.000000 605173.000000
15 20 0 1 1974 1975 485119.000000 485119.000000 485119.000000
20 25 0 1 1974 1975 393834.000000 393834.000000 393834.000000
25 30 0 1 1974 1975 331010.000000 331010.000000 331010.000000
30 35 0 1 1974 1975 276868.000000 276868.000000 276868.000000
35 40 0 1 1974 1975 231121.000000 231121.000000 231121.000000
40 45 0 1 1974 1975 191608.000000 191608.000000 191608.000000
45 50 0 1 1974 1975 158255.000000 158255.000000 158255.000000
50 55 0 1 1974 1975 129609.000000 129609.000000 129609.000000
55 60 0 1 1974 1975 103190.000000 103190.000000 103190.000000
60 65 0 1 1974 1975 79627.000000 79627.000000 79627.000000
65 70 0 1 1974 1975 57267.000000 57267.000000 57267.000000
70 120 0 1 1974 1975 69540.000000 69540.000000 69540.000000
0 5 0 1 1975 1976 979128.000000 979128.000000 979128.000000
5 10 0 1 1975 1976 760990.000000 760990.000000 760990.000000
10 15 0 1 1975 1976 628273.000000 628273.000000 628273.000000
15 20 0 1 1975 1976 505854.000000 505854.000000 505854.000000
20 25 0 1 1975 1976 408407.000000 408407.000000 408407.000000
25 30 0 1 1975 1976 341953.000000 341953.000000 341953.000000
30 35 0 1 1975 1976 286110.000000 286110.000000 286110.000000
35 40 0 1 1975 1976 238782.000000 238782.000000 238782.000000
40 45 0 1 1975 1976 197847.000000 197847.000000 197847.000000
45 50 0 1 1975 1976 163192.000000 163192.000000 163192.000000
50 55 0 1 1975 1976 133757.000000 133757.000000 133757.000000
55 60 0 1 1975 1976 106588.000000 106588.000000 106588.000000
60 65 0 1 1975 1976 82405.000000 82405.000000 82405.000000
65 70 0 1 1975 1976 59490.000000 59490.000000 59490.000000
70 120 0 1 1975 1976 72055.000000 72055.000000 72055.000000
0 5 0 1 1976 1977 1019532.000000 1019532.000000 1019532.000000
5 10 0 1 1976 1977 790088.000000 790088.000000 790088.000000
10 15 0 1 1976 1977 649646.000000 649646.000000 649646.000000
15 20 0 1 1976 1977 526096.000000 526096.000000 526096.000000
20 25 0 1 1976 1977 422839.000000 422839.000000 422839.000000
25 30 0 1 1976 1977 351735.000000 351735.000000 351735.000000
30 35 0 1 1976 1977 294451.000000 294451.000000 294451.000000
35 40 0 1 1976 1977 245598.000000 245598.000000 245598.000000
40 45 0 1 1976 1977 203478.000000 203478.000000 203478.000000
45 50 0 1 1976 1977 167600.000000 167600.000000 167600.000000
50 55 0 1 1976 1977 137269.000000 137269.000000 137269.000000
55 60 0 1 1976 1977 109477.000000 109477.000000 109477.000000
60 65 0 1 1976 1977 84556.000000 84556.000000 84556.000000
65 70 0 1 1976 1977 61201.000000 61201.000000 61201.000000
70 120 0 1 1976 1977 75464.000000 75464.000000 75464.000000
0 5 0 1 1977 1978 1054179.000000 1054179.000000 1054179.000000
5 10 0 1 1977 1978 821788.000000 821788.000000 821788.000000
10 15 0 1 1977 1978 671388.000000 671388.000000 671388.000000
15 20 0 1 1977 1978 548165.000000 548165.000000 548165.000000
20 25 0 1 1977 1978 439016.000000 439016.000000 439016.000000
25 30 0 1 1977 1978 362082.000000 362082.000000 362082.000000
30 35 0 1 1977 1978 303529.000000 303529.000000 303529.000000
35 40 0 1 1977 1978 252922.000000 252922.000000 252922.000000
40 45 0 1 1977 1978 209574.000000 209574.000000 209574.000000
45 50 0 1 1977 1978 172439.000000 172439.000000 172439.000000
50 55 0 1 1977 1978 141047.000000 141047.000000 141047.000000
55 60 0 1 1977 1978 112722.000000 112722.000000 112722.000000
60 65 0 1 1977 1978 86933.000000 86933.000000 86933.000000
65 70 0 1 1977 1978 63108.000000 63108.000000 63108.000000
70 120 0 1 1977 1978 78739.000000 78739.000000 78739.000000
0 5 0 1 1978 1979 1085141.000000 1085141.000000 1085141.000000
5 10 0 1 1978 1979 855211.000000 855211.000000 855211.000000
10 15 0 1 1978 1979 693964.000000 693964.000000 693964.000000
15 20 0 1 1978 1979 571387.000000 571387.000000 571387.000000
20 25 0 1 1978 1979 456774.000000 456774.000000 456774.000000
25 30 0 1 1978 1979 373266.000000 373266.000000 373266.000000
30 35 0 1 1978 1979 313208.000000 313208.000000 313208.000000
35 40 0 1 1978 1979 260738.000000 260738.000000 260738.000000
40 45 0 1 1978 1979 216080.000000 216080.000000 216080.000000
45 50 0 1 1978 1979 177676.000000 177676.000000 177676.000000
50 55 0 1 1978 1979 145096.000000 145096.000000 145096.000000
55 60 0 1 1978 1979 116257.000000 116257.000000 116257.000000
60 65 0 1 1978 1979 89556.000000 89556.000000 89556.000000
65 70 0 1 1978 1979 65213.000000 65213.000000 65213.000000
70 120 0 1 1978 1979 81878.000000 81878.000000 81878.000000
